epoch,train_loss,train_box,train_cls,train_obj,val_loss,val_box,val_cls,val_obj,precision,recall,map50,map5095,lr
1,3.78285462622549,0.9648016237745098,0.9207503574346405,0.013989507139118668,2.180340820523702,0.6330975294793577,0.500215345729976,0.011649314144022389,0.0,0.0,0.11544847528421918,0.11544847528421918,5e-05
2,1.7408362694035948,0.6206683389501634,0.35546164917790035,0.013447590746910744,0.6317629456247913,0.1846182196651964,0.13475506007671356,0.010719886015607341,0.0,0.0,0.5743694526093639,0.5743694526093639,0.0001
3,0.9959890727124183,0.47033196742238564,0.15965867385365604,0.011669423221762664,0.43411122548253567,0.1857561763018778,0.07224076895572705,0.00790818485741814,0.9999999999989999,0.0005727376861397477,0.6631117051513551,0.6631117051513551,0.00015
4,0.7971676496119281,0.45855545343137255,0.10130340975094465,0.00867274165932649,0.3312934469686796,0.18107810511028385,0.04312821745393547,0.00520767253232465,0.40090090090089997,0.10194730813287509,0.7407463647205969,0.7407463647205969,0.0002
5,0.738342205371732,0.45922691993464054,0.08476884131338082,0.006200738046683517,1.3778774485196152,0.17951236056274475,0.39466334815801823,0.0035937601194364023,0.5721003134796229,0.20904925544100791,0.5309919919139665,0.5309919919139665,0.00025
6,0.7012210222630719,0.4586014093137255,0.0740435656379251,0.005123971178640727,0.7410300718322737,0.2630618530661548,0.15531328359002686,0.0030070916392317374,0.414937759336099,0.17182130584192432,0.5941853289684543,0.5941853289684543,0.0003
7,0.6660280713848039,0.4566061580882353,0.0635246974970001,0.0047152201334635414,0.21522297386981581,0.17908999306834453,0.008640414584344615,0.0025529344433272197,0.6081871345029236,0.5956471935853376,0.8929891211999498,0.8929891211999498,0.00035
8,0.6331313189338236,0.45602149714052287,0.053134642706976994,0.004427726596009498,0.22180335611513216,0.17835418233588407,0.011129243412059328,0.0025153612185346143,0.5931315483119903,0.5836197021764029,0.8001200862264429,0.8001200862264429,0.0004
9,0.6036177491830066,0.45360211141748363,0.04445192019144694,0.0041656868130553,0.19680284851626173,0.18046804918954362,0.0027025520212689974,0.0020567858028204336,0.6394871794871791,0.7142038946162654,0.9226273534271685,0.9226273534271685,0.00045000000000000004
10,0.6135257097630719,0.455365030126634,0.04713454153023514,0.004188046424217474,0.23904591625275678,0.18235484034367347,0.015305009824048397,0.0026940115111918276,0.6683250414593694,0.692439862542955,0.8556705817547509,0.8556705817547509,0.0005
11,0.3907687717013889,0.22630910437091503,0.052191698784921685,0.0019707000333499284,0.20605088358736473,0.17979384053787684,0.006343439363645386,0.0018066812424121007,0.5803959439884111,0.6884306987399768,0.8488331719281453,0.8488331719281453,0.000499965894595621
12,0.3406021816278595,0.2234097349877451,0.036669804068172676,0.0017949135474909365,0.1946675530783662,0.18048726552969788,0.0027148445533800095,0.0015089385504898144,0.7043628013777263,0.7027491408934704,0.8818574316480883,0.8818574316480883,0.0004998635877065611
13,0.3308730979370915,0.2244070414624183,0.03314592261719548,0.0017583759781581903,0.19586386939842407,0.1805126833384984,0.0031185522060214062,0.001498882302623157,0.7026884554559828,0.7634593356242837,0.8957320601772049,0.8957320601772049,0.000499693107302502
14,0.3323590047998366,0.23156291487949346,0.03131821482789283,0.0017092025357913349,0.1970074683699978,0.18028703379576608,0.003733275185052633,0.0013801522795366097,0.7502617801047117,0.8207331042382584,0.9359270000128808,0.9359270000128808,0.0004994544999910842
15,0.32125140420751636,0.2333166583690768,0.0270856187234517,0.0016701037587683186,0.1880449019882777,0.17923503739920926,0.0011330109100776073,0.0013527080406579423,0.7452547452547449,0.8545246277205035,0.9147453407995917,0.9147453407995917,0.0004991478310051641
16,0.3044018714256536,0.2233749489379085,0.024889689489127762,0.0015899084751902063,0.18637776136670484,0.18019129798564737,0.0003342354724919381,0.001295939211725134,0.7224835371589837,0.8797250859106525,0.9444230607831676,0.9444230607831676,0.0004987731841849803
17,0.31644869536356207,0.22997695823120914,0.026614518570744133,0.00165712693158318,0.18713867300313358,0.17897459197806442,0.0008857053762102993,0.0013767413308069995,0.7019448213478061,0.8888888888888884,0.9395773346256996,0.9395773346256996,0.0004983306619552327
18,0.3024436402165033,0.21970565895629085,0.025398752580281177,0.0016358344383489074,0.18361464520431545,0.1767099973273604,0.0006031785238710696,0.001273778300959889,0.8347969264544453,0.8711340206185563,0.9463510365656632,0.9463510365656632,0.0004978203852970802
19,0.29888876123366015,0.21646193959354576,0.025313696206784714,0.0016226201275594872,0.17031301547811456,0.16416554455751697,0.00038982109443367496,0.0012445020384142455,0.7274393037104898,0.9095074455899194,0.9345207434031867,0.9345207434031867,0.0004972424937150663
20,0.2815732070823121,0.1987502553104575,0.02545923438726687,0.001611375497057547,0.14905055663357042,0.14240330294386983,0.0005294557814443799,0.0012647218286744467,0.7328703703703701,0.9066437571592206,0.9403360992120293,0.9403360992120293,0.0004965971451989791
21,0.24420333563112745,0.18008706086601306,0.01933978102565591,0.0015249464246961805,0.12024606667356948,0.11430607370385841,0.00039024467909066476,0.0011923147052352117,0.7885525070955531,0.9547537227949594,0.9508741911645465,0.9508741911645465,0.0004958845161806593
22,0.24859363830167483,0.18054462507659313,0.020621270603603786,0.0015465742622325623,0.10282362960108883,0.09705073957982129,0.00029313976438684157,0.0012233677053330764,0.756175663311985,0.946735395189003,0.9466628848931301,0.9466628848931301,0.0004951048014857649
23,0.24238664215686276,0.17403396905637256,0.020704622050515965,0.0015597299812665953,0.10190188039315345,0.0954932392528068,0.000498689356532169,0.0012281432021706957,0.784686774941995,0.9684994272623133,0.9522590592641907,0.9522590592641907,0.0004942582142805081
24,0.2374036203022876,0.17135719847834968,0.019962530198440052,0.0015389747868955524,0.09865992150554374,0.09298942983150482,0.00032790412374965626,0.0011716948393689782,0.801613668723303,0.9673539518900338,0.962863255337255,0.962863255337255,0.0004933449860133776
25,0.22182058695874182,0.16666921977124183,0.016460708075878665,0.0014413883483487796,0.09941241211474758,0.09404068215660853,0.0002436685310352432,0.0011601810732677783,0.8198154443904805,0.9667812142038941,0.960915044935431,0.7833311240131017,0.000492365366351863
26,0.21156053730085783,0.1567126704197304,0.01634351692947687,0.0014540977727353962,0.09888672047894295,0.09343552994265404,0.00029866314514648577,0.0011388003250975248,0.8629441624365478,0.9736540664375711,0.970543514569331,0.7935934999982116,0.0004913196231141986
27,0.20825658062704247,0.14750625510620916,0.018302302734524597,0.0014606401032092524,0.0950319093724364,0.08968898317177001,0.0002611635679290864,0.0011398588388533114,0.8184480234260612,0.9604810996563569,0.9701743890512573,0.7895017687983497,0.0004902080421961438
28,0.2089367436427696,0.1477136150684232,0.018423315902161442,0.0014882947884353936,0.09288725404910846,0.08758099450300273,0.0002475873068544895,0.0011408743823317121,0.7868396663577383,0.9725085910652916,0.9613864393670551,0.7901311013862607,0.0004890309274928223
29,0.19848975885927286,0.14148930568321078,0.017035396270502625,0.0014739666109770731,0.08878569202880336,0.08358270280301298,0.00021958950694095445,0.0011360550830332077,0.7837837837837834,0.9799541809851083,0.9616414890551374,0.7905025884024092,0.00048778860081564096
30,0.19365673189848856,0.1377874636182598,0.01668245698891434,0.0014562650443681704,0.08649165591556732,0.08133229502736161,0.00022758650650604113,0.0011191503514246547,0.820795400095831,0.9810996563573878,0.9758450551009974,0.8103209726051712,0.00048648140180430845
31,0.18487221711601307,0.13379983340992646,0.015131344670563741,0.0014203308454526016,0.08494020479658967,0.07977666306101024,0.00022263127564108127,0.0011239120464019274,0.8180076628352487,0.9782359679266891,0.9698302888650828,0.8113348517453952,0.0004851096878339824
