epoch,train_loss,train_box,train_cls,train_obj,val_loss,val_box,val_cls,val_obj,precision,recall,map50,map5095,lr
1,3.9703963514397906,0.9997469118128273,0.9673925269960733,0.017125753832113056,2.806202535195784,0.9875281350179153,0.5886094881729647,0.013211484397338196,0.0,0.0,0.0026000912651755856,0.0026000912651755856,5e-05
2,2.031377822316754,0.7232947224721858,0.41400657773642013,0.016513165379069862,1.1331333713098006,0.41481665210290386,0.22274599004198203,0.012519686694510958,0.0,0.0,0.4898226113301246,0.4898226113301246,0.0001
3,1.0290348392506545,0.41237971919993455,0.1844904235520288,0.01579797954459465,0.679200528697534,0.2789422873746265,0.11792542821812359,0.011620488754388961,0.977777777777767,0.0504009163802978,0.560938175636271,0.560938175636271,0.00015
4,0.727710983516034,0.36407374836387435,0.10202341928531987,0.014398145426006217,0.4081444122574546,0.21772368394515731,0.05088698321064426,0.009439944458956068,0.8604651162790647,0.08476517754868267,0.7361466578378799,0.7361466578378799,0.0002
5,0.6491654480939136,0.3546142578125,0.08189599801108476,0.012220732204577062,0.4760140374302864,0.21656448820775206,0.0762315303161317,0.007688739404759623,0.7121212121212105,0.188430698739977,0.7696573243053239,0.7696573243053239,0.00025
6,0.5972478576979712,0.3426571191917539,0.07197231272752372,0.009667361593995418,0.29193688028238035,0.20949950881979681,0.020519776370863177,0.0052195106548341835,0.7997237569060762,0.3316151202749139,0.8958203980129458,0.8958203980129458,0.0003
7,0.5389314821253273,0.33209707849312825,0.05831795337936641,0.007970220755532149,0.37526227953759106,0.22577215507626533,0.04192583753584503,0.0059281528250060295,0.5026642984014208,0.6483390607101944,0.890846490531079,0.890846490531079,0.00035
8,0.5095885910912958,0.3250540688399869,0.05194253571994642,0.00717751268316938,0.24276072118769992,0.14965192783962597,0.024824655664269814,0.004658706598407165,0.6284565108094518,0.7159221076746847,0.885618939830782,0.885618939830782,0.0004
9,0.4844734231839005,0.3280853750818063,0.04345518381807817,0.0065053370610581645,0.1941593556918881,0.15360852683132345,0.007112629314889835,0.004803235071118583,0.6415094339622639,0.739977090492554,0.9116592853103475,0.9116592853103475,0.00045000000000000004
10,0.4636013170811518,0.3207470958769634,0.03907254104214813,0.006407123585646065,0.2408768346363848,0.21031753021207722,0.004762355077466716,0.004068059518679299,0.6753189617245928,0.8791523482245127,0.9492022105885216,0.9492022105885216,0.0005
