epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
136,7734.49,0.13782,0.14593,0.87773,0.99964,1,0.995,0.995,0.04934,0.05016,0.7912,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,7795.45,0.13584,0.14764,0.87753,0.99957,1,0.995,0.995,0.04909,0.05013,0.79121,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,7854.48,0.13575,0.14606,0.87792,0.99962,1,0.995,0.995,0.04892,0.05033,0.79122,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,7916.18,0.13498,0.14376,0.87602,0.99966,1,0.995,0.995,0.04907,0.04988,0.79119,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,7974.16,0.13407,0.14322,0.8774,0.99966,1,0.995,0.995,0.04942,0.05079,0.79122,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,8030.97,0.13593,0.14649,0.87796,0.9997,1,0.995,0.995,0.0495,0.05013,0.79121,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,8089.56,0.1342,0.14338,0.87722,0.99972,1,0.995,0.995,0.04929,0.04965,0.79117,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,8143.29,0.13448,0.1425,0.87875,0.9997,1,0.995,0.995,0.04913,0.0496,0.79109,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,8198.77,0.13253,0.13889,0.87791,0.99973,1,0.995,0.995,0.04921,0.04954,0.79111,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,8248.3,0.13406,0.14188,0.87757,0.99977,1,0.995,0.995,0.04911,0.04958,0.79113,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,8306.07,0.13386,0.14492,0.87941,0.99977,1,0.995,0.995,0.04906,0.05127,0.79113,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,8363.39,0.13166,0.14056,0.87425,0.99978,1,0.995,0.995,0.04919,0.05367,0.79114,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,8418.62,0.13025,0.14256,0.87427,0.99981,1,0.995,0.995,0.04935,0.05957,0.79106,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,8476.07,0.13115,0.13811,0.87651,0.99984,1,0.995,0.995,0.04959,0.06047,0.79118,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,8533.06,0.13005,0.13811,0.87576,0.99981,1,0.995,0.995,0.04961,0.05939,0.79125,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,8590.2,0.12791,0.13513,0.87597,0.99981,1,0.995,0.995,0.0496,0.05829,0.79112,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,8647.87,0.1306,0.13896,0.87651,0.99978,1,0.995,0.995,0.04944,0.05782,0.79107,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,8705.25,0.12745,0.13492,0.87359,0.99978,1,0.995,0.995,0.04931,0.05713,0.79107,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,8761.83,0.12811,0.13415,0.878,0.99978,1,0.995,0.995,0.04936,0.05537,0.79103,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,8818.87,0.12832,0.1363,0.876,0.99975,1,0.995,0.995,0.04929,0.05615,0.79102,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,8874.69,0.12548,0.13387,0.876,0.99975,1,0.995,0.995,0.04928,0.05834,0.79114,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,8932.22,0.12573,0.13253,0.87552,0.99974,1,0.995,0.995,0.04922,0.05821,0.79114,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,8990.98,0.12428,0.13076,0.87371,0.99974,1,0.995,0.995,0.04918,0.05789,0.79113,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,9051.25,0.12417,0.13135,0.87394,0.99975,1,0.995,0.995,0.04919,0.05852,0.79108,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
